q-num, P_1, P_5, map
1,0.0000,0.6000,0.0896
10,0.0000,0.2000,0.0625
100,1.0000,0.4000,0.6667
11,0.0000,0.0000,0.0000
12,1.0000,0.2000,0.1111
13,0.0000,0.0000,0.0000
14,0.0000,0.2000,0.2500
15,1.0000,0.2000,0.3333
16,0.0000,0.2000,0.0500
17,0.0000,0.0000,0.0000
18,1.0000,0.2000,0.2000
19,0.0000,0.0000,0.0000
2,1.0000,0.2000,0.1111
20,0.0000,0.0000,0.0000
21,1.0000,0.4000,0.2222
22,0.0000,0.0000,0.0000
23,0.0000,0.2000,0.0256
24,0.0000,0.0000,0.0000
25,0.0000,0.4000,0.0897
26,0.0000,0.0000,0.0000
27,1.0000,0.8000,0.8000
28,1.0000,0.4000,0.3333
29,0.0000,0.0000,0.0000
3,0.0000,0.8000,0.1940
30,0.0000,0.0000,0.0000
31,0.0000,0.0000,0.0000
32,1.0000,0.6000,0.1193
33,1.0000,0.6000,0.6500
34,1.0000,0.8000,0.9500
35,1.0000,0.8000,0.1600
36,0.0000,0.0000,0.0000
37,1.0000,0.4000,0.4167
38,1.0000,1.0000,0.6250
39,1.0000,0.2000,0.5000
4,1.0000,0.6000,0.1429
40,0.0000,0.0000,0.0000
41,1.0000,1.0000,0.3333
42,0.0000,0.2000,0.0455
43,0.0000,0.0000,0.0000
44,0.0000,0.0000,0.0000
45,0.0000,0.2000,0.0074
46,1.0000,0.8000,0.2958
47,1.0000,0.4000,1.0000
48,0.0000,0.2000,0.1250
49,1.0000,0.2000,0.1111
5,0.0000,0.2000,0.0833
50,1.0000,0.2000,0.2000
51,0.0000,0.0000,0.0000
52,0.0000,0.0000,0.0000
53,1.0000,0.6000,0.3000
54,0.0000,0.0000,0.0000
55,1.0000,0.4000,0.3333
56,1.0000,0.4000,0.2800
57,0.0000,0.0000,0.0000
58,1.0000,0.2000,0.1000
59,1.0000,0.8000,0.3077
6,0.0000,0.2000,0.2500
60,1.0000,0.6000,0.2727
61,0.0000,0.6000,0.2944
62,0.0000,0.0000,0.0000
63,0.0000,0.0000,0.0000
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.6000,0.7500
67,0.0000,0.2000,0.0417
68,0.0000,0.0000,0.0000
69,0.0000,0.0000,0.0000
7,0.0000,0.0000,0.0000
70,1.0000,0.4000,0.2500
71,0.0000,0.6000,0.2208
72,1.0000,0.6000,0.1447
73,0.0000,0.6000,0.1792
74,0.0000,0.2000,0.0250
75,0.0000,0.0000,0.0000
76,0.0000,0.0000,0.0000
77,1.0000,0.8000,0.2714
78,1.0000,0.2000,0.0769
79,1.0000,0.8000,0.6333
8,0.0000,0.0000,0.0000
80,0.0000,0.4000,0.0464
81,0.0000,0.0000,0.0000
82,0.0000,0.0000,0.0000
83,0.0000,0.4000,0.0500
84,1.0000,0.2000,0.1429
85,0.0000,0.4000,0.1667
86,1.0000,0.8000,0.4750
87,1.0000,0.2000,0.0476
88,0.0000,0.6000,0.1767
89,1.0000,0.8000,0.6667
9,0.0000,0.0000,0.0000
90,1.0000,0.4000,0.1818
91,1.0000,0.6000,0.0986
92,1.0000,0.2000,0.3333
93,1.0000,0.6000,0.2889
94,1.0000,0.6000,0.1167
95,1.0000,0.6000,1.0000
96,0.0000,0.0000,0.0000
97,1.0000,0.4000,0.6667
98,0.0000,0.0000,0.0000
99,1.0000,0.4000,1.0000
