q-num, P_1, P_5, map
1,0.0000,0.6000,0.1198
10,0.0000,0.4000,0.1833
100,1.0000,0.4000,0.6667
11,0.0000,0.0000,0.0000
12,1.0000,0.4000,0.1556
13,0.0000,0.0000,0.0000
14,0.0000,0.2000,0.2000
15,1.0000,0.2000,0.3333
16,1.0000,0.6000,0.6875
17,0.0000,0.0000,0.0000
18,1.0000,0.6000,0.5200
19,0.0000,0.0000,0.0000
2,1.0000,0.2000,0.1111
20,0.0000,0.0000,0.0000
21,1.0000,0.2000,0.1111
22,0.0000,0.0000,0.0000
23,1.0000,0.8000,0.3077
24,0.0000,0.2000,0.1667
25,0.0000,0.6000,0.1359
26,0.0000,0.4000,0.4500
27,1.0000,0.8000,0.8000
28,1.0000,0.6000,0.4583
29,1.0000,0.6000,0.6875
3,1.0000,0.8000,0.2857
30,1.0000,0.6000,0.3250
31,0.0000,0.0000,0.0000
32,1.0000,1.0000,0.2632
33,0.0000,0.6000,0.4792
34,0.0000,0.8000,0.6792
35,1.0000,1.0000,0.2000
36,0.0000,0.2000,0.0105
37,1.0000,0.4000,0.5000
38,1.0000,0.8000,0.4437
39,1.0000,0.2000,0.5000
4,1.0000,0.8000,0.1810
40,0.0000,0.0000,0.0000
41,1.0000,1.0000,0.3333
42,1.0000,0.2000,0.0909
43,0.0000,0.0000,0.0000
44,0.0000,0.0000,0.0000
45,1.0000,0.2000,0.0370
46,1.0000,1.0000,0.4167
47,1.0000,0.4000,1.0000
48,1.0000,0.2000,0.2500
49,1.0000,0.4000,0.2222
5,0.0000,0.4000,0.1944
50,0.0000,0.0000,0.0000
51,0.0000,0.0000,0.0000
52,1.0000,0.2000,0.0833
53,1.0000,0.6000,0.2750
54,0.0000,0.2000,0.0556
55,1.0000,0.8000,0.6667
56,1.0000,0.2000,0.2000
57,0.0000,0.2000,0.0222
58,1.0000,0.6000,0.3000
59,1.0000,1.0000,0.3846
6,0.0000,0.2000,0.2500
60,1.0000,0.6000,0.2500
61,1.0000,0.8000,0.5917
62,0.0000,0.4000,0.1111
63,0.0000,0.0000,0.0000
64,1.0000,0.2000,0.3333
65,1.0000,0.2000,0.5000
66,1.0000,0.6000,0.7500
67,1.0000,0.6000,0.3778
68,1.0000,0.2000,0.2500
69,0.0000,0.0000,0.0000
7,0.0000,0.4000,0.2250
70,1.0000,0.4000,0.2500
71,1.0000,0.6000,0.3438
72,1.0000,1.0000,0.2632
73,1.0000,0.4000,0.2083
74,1.0000,0.8000,0.4000
75,1.0000,0.2000,0.3333
76,1.0000,0.4000,0.1667
77,1.0000,0.6000,0.1619
78,0.0000,0.2000,0.0385
79,1.0000,0.8000,0.6333
8,0.0000,0.0000,0.0000
80,1.0000,0.8000,0.2298
81,0.0000,0.2000,0.0400
82,0.0000,0.2000,0.0833
83,1.0000,0.8000,0.1900
84,1.0000,0.4000,0.2381
85,0.0000,0.4000,0.1667
86,1.0000,1.0000,0.6250
87,1.0000,0.4000,0.0794
88,1.0000,0.2000,0.1000
89,1.0000,1.0000,0.8333
9,1.0000,1.0000,0.3571
90,0.0000,0.6000,0.1455
91,1.0000,0.8000,0.1543
92,1.0000,0.2000,0.3333
93,1.0000,1.0000,0.5556
94,1.0000,0.8000,0.2222
95,1.0000,0.6000,1.0000
96,0.0000,0.0000,0.0000
97,1.0000,0.4000,0.6667
98,1.0000,0.2000,0.2000
99,1.0000,0.4000,1.0000
